query,product_id,product_title,product_brand,product_color,product,esci
arimistane,B085QF9Y2H,"product_title NutriFlair DIM Supplement 400mg with Bioperine, 120 Capsules - Diindolylmethane - Estrogen Metabolism Support & Hormone Balance, Menopause, PCOS, Acne and Skin Care for Men & Women - Compare to 300mg",product_brand NutriFlair,product_color None,"product_title NutriFlair DIM Supplement 400mg with Bioperine, 120 Capsules - Diindolylmethane - Estrogen Metabolism Support & Hormone Balance, Menopause, PCOS, Acne and Skin Care for Men & Women - Compare to 300mgproduct_brand NutriFlairproduct_color None",I
latuza,B075586DL4,product_title Latuza Women's Soft Sleep Pajama Shorts 2X Watermelon A,product_brand Latuza,product_color Watermelon a,product_title Latuza Women's Soft Sleep Pajama Shorts 2X Watermelon Aproduct_brand Latuzaproduct_color Watermelon a,E
dishwasher safe knife set without block,B07KS3V47Q,product_title BEAFUORCT Block Knife Sets Stainless Steel With Sharpening 15 piece Acrylic Stand Steak Knives Set Professional Chef Knife and Scissors for Kitchen,product_brand BEAFUORCT,product_color Stainless Steel,product_title BEAFUORCT Block Knife Sets Stainless Steel With Sharpening 15 piece Acrylic Stand Steak Knives Set Professional Chef Knife and Scissors for Kitchenproduct_brand BEAFUORCTproduct_color Stainless Steel,E
5xl underwear for men big and tall,B0883M36BD,"product_title adidas Men's Sport Performance Mesh Boxer Brief Underwear (3-Pack), Black/Onix Grey/Black, 4X-Large Big Tall",product_brand adidas,product_color Black/Onix Grey/Black,"product_title adidas Men's Sport Performance Mesh Boxer Brief Underwear (3-Pack), Black/Onix Grey/Black, 4X-Large Big Tallproduct_brand adidasproduct_color Black/Onix Grey/Black",E
radian ear plugs,B0002INRKA,"product_title Radians Foam Plugs Nrr32 100/Jar, One Size, FP8000RD/100",product_brand Radians,product_color 100 Pairs of Earplugs in Poly Bags in Jar,"product_title Radians Foam Plugs Nrr32 100/Jar, One Size, FP8000RD/100product_brand Radiansproduct_color 100 Pairs of Earplugs in Poly Bags in Jar",E
children's silverware,B07X9WQPP9,"product_title ANNOVA Kids Silverware 12 Pieces Children's Safe Flatware Set Stainless Steel - 6 x Children Safe Forks, 6 x Children Tablespoons, Toddler Utensils, Metal Cutlery Set Engraved (12)",product_brand Annova,product_color None,"product_title ANNOVA Kids Silverware 12 Pieces Children's Safe Flatware Set Stainless Steel - 6 x Children Safe Forks, 6 x Children Tablespoons, Toddler Utensils, Metal Cutlery Set Engraved (12)product_brand Annovaproduct_color None",E
iphone 6 plus flip case,B01NCPQO4K,"product_title FYY Luxury Genuine Leather Wallet Case for iPhone 6 Plus/6s Plus, [Kickstand Feature] Flip Phone Case Protective Cover with [Card Holder] [Wrist Strap] for Apple iPhone 6 Plus/6s Plus 5.5"" Wine Red",product_brand FYY,product_color Wine Red,"product_title FYY Luxury Genuine Leather Wallet Case for iPhone 6 Plus/6s Plus, [Kickstand Feature] Flip Phone Case Protective Cover with [Card Holder] [Wrist Strap] for Apple iPhone 6 Plus/6s Plus 5.5"" Wine Redproduct_brand FYYproduct_color Wine Red",E
anxious in love,B07SGYKPFW,"product_title Anxiety in Relationship: How to Eliminate Negative Thinking, Jealousy, Attachment and Overcome Couple Conflicts. Insecurity and Fear of Abandonment Often Cause Irreparable Damage Without Therapy.",product_brand None,product_color None,"product_title Anxiety in Relationship: How to Eliminate Negative Thinking, Jealousy, Attachment and Overcome Couple Conflicts. Insecurity and Fear of Abandonment Often Cause Irreparable Damage Without Therapy.product_brand Noneproduct_color None",I
iphone max zipper wallet case,B07XL5VFXH,"product_title iPhone 11 Pro Max Wallet Case,Hynice Women PU Leather Magnetic Detachable Case with Zipper Pocket Removable Shockproof Slim Back Cover for iPhone 11 Pro Max 6.5 inch(Lichi-Black, iPhone 11 Pro Max)",product_brand Hynice,product_color Lichi-Black,"product_title iPhone 11 Pro Max Wallet Case,Hynice Women PU Leather Magnetic Detachable Case with Zipper Pocket Removable Shockproof Slim Back Cover for iPhone 11 Pro Max 6.5 inch(Lichi-Black, iPhone 11 Pro Max)product_brand Hyniceproduct_color Lichi-Black",E
16x48 frame,B015YUDKVG,"product_title Bestway 56536E-BW Power Steel 18ft x 9ft x 48in Outdoor Rectangular Frame Above Ground Swimming Pool with Ladder, Pool Cover, and Filter Pump, Gray",product_brand Bestway,"product_color 18' x 9' x 48""","product_title Bestway 56536E-BW Power Steel 18ft x 9ft x 48in Outdoor Rectangular Frame Above Ground Swimming Pool with Ladder, Pool Cover, and Filter Pump, Grayproduct_brand Bestwayproduct_color 18' x 9' x 48""",I
thick belts for women,B094YWWF1H,"product_title Dickies Women's Leather Casual Belt, Black Grommet, Medium",product_brand Dickies,product_color Black Grommet,"product_title Dickies Women's Leather Casual Belt, Black Grommet, Mediumproduct_brand Dickiesproduct_color Black Grommet",E
dress for women,B07QJB9G96,product_title ECOWISH Women's V Neck Polka Dot Ruffles Mini Sexy Dress Short Sleeve Wrap Summer Dresses with Belt Yellow Medium,product_brand ECOWISH,product_color Yellow,product_title ECOWISH Women's V Neck Polka Dot Ruffles Mini Sexy Dress Short Sleeve Wrap Summer Dresses with Belt Yellow Mediumproduct_brand ECOWISHproduct_color Yellow,E
the body is not an apology,0593192095,"product_title Set Boundaries, Find Peace: A Guide to Reclaiming Yourself",product_brand Tarcherperigee,product_color White,"product_title Set Boundaries, Find Peace: A Guide to Reclaiming Yourselfproduct_brand Tarcherperigeeproduct_color White",S
adult pennywise costumes,B00IMB254I,"product_title Rubie's Adult It the Movie Pennywise Deluxe Adult Sized Costumes, As Shown, Standard US",product_brand Rubie's,product_color As Shown,"product_title Rubie's Adult It the Movie Pennywise Deluxe Adult Sized Costumes, As Shown, Standard USproduct_brand Rubie'sproduct_color As Shown",E
heimvision security camera,B07F99GYSX,product_title HIKVISION DS-2DE4425IW-DE IP 4MP PTZ Camera Outdoor 25x IR 100m POE/12 VDC,product_brand Hikvision,product_color None,product_title HIKVISION DS-2DE4425IW-DE IP 4MP PTZ Camera Outdoor 25x IR 100m POE/12 VDCproduct_brand Hikvisionproduct_color None,S
truck tool box chest,B01BRDW0VA,"product_title Giantex 49""x15""Aluminum Tool Box Tote Storage for Truck Pickup Bed Trailer Tongue W/Lock (49""L)",product_brand Giantex,product_color Aluminum,"product_title Giantex 49""x15""Aluminum Tool Box Tote Storage for Truck Pickup Bed Trailer Tongue W/Lock (49""L)product_brand Giantexproduct_color Aluminum",E
white duck,B081DMV551,"product_title Kekailu Children Toys, Lifelike Little Chick Duck Animal Plush Stuffed Doll Kids Toy Gift Collectible, White Little Duck",product_brand Kekailu,product_color None,"product_title Kekailu Children Toys, Lifelike Little Chick Duck Animal Plush Stuffed Doll Kids Toy Gift Collectible, White Little Duckproduct_brand Kekailuproduct_color None",E
3ml syringe luer lock,B01DG8O594,"product_title Dynarex 6988B Syringe Luer Lock, 3 cc (Pack of 100)",product_brand Dynarex,product_color None,"product_title Dynarex 6988B Syringe Luer Lock, 3 cc (Pack of 100)product_brand Dynarexproduct_color None",S
orquidias artificiales para decoracion,B07L8B4JLL,"product_title Miracliy Phalaenopsis Orchid Leaves Real Latex Touch Plants Arrangement, 3 Pieces",product_brand Miracliy,product_color Green,"product_title Miracliy Phalaenopsis Orchid Leaves Real Latex Touch Plants Arrangement, 3 Piecesproduct_brand Miracliyproduct_color Green",E
pet spy shock collar,B087F8CTWF,"product_title Flittor Dog Training Collar, Shock Collar for Dogs with Remote, Rechargeable Dog Shock Collar, 3 Modes Beep Vibration and Shock Waterproof Bark Collar for Small, Medium, Large Dogs",product_brand Flittor,product_color Gray,"product_title Flittor Dog Training Collar, Shock Collar for Dogs with Remote, Rechargeable Dog Shock Collar, 3 Modes Beep Vibration and Shock Waterproof Bark Collar for Small, Medium, Large Dogsproduct_brand Flittorproduct_color Gray",S
dancer gifts,B083R84V84,"product_title Dancers Gifts for Women,Dancers Fun Gifts, Dancers Bags for Women,Dancers Makeup Bag, Make Up Pouch, Dancers Birthday Gifts",product_brand Blue Leaves,product_color Beige,"product_title Dancers Gifts for Women,Dancers Fun Gifts, Dancers Bags for Women,Dancers Makeup Bag, Make Up Pouch, Dancers Birthday Giftsproduct_brand Blue Leavesproduct_color Beige",E
4k 46 inch tv,B08Z9WT6PQ,product_title Hisense 50A6G 50-Inch 4K Ultra HD Android Smart TV with Alexa Compatibility (2021 Model),product_brand Hisense,product_color Black,product_title Hisense 50A6G 50-Inch 4K Ultra HD Android Smart TV with Alexa Compatibility (2021 Model)product_brand Hisenseproduct_color Black,S
burna boy odogwu,B07HKVGTJS,product_title Gbona,product_brand None,product_color None,product_title Gbonaproduct_brand Noneproduct_color None,S
blackout curtains 63inch length,B07PHMXY3F,"product_title HOMEIDEAS Grey/Gray Blackout Curtains for Bedroom 52 X 63 Inch Length 2 Panels Set Room Darkening Curtains/Drapes, Soundproof Thermal Grommet Window Curtains for Living Room",product_brand HOMEIDEAS,product_color Grey,"product_title HOMEIDEAS Grey/Gray Blackout Curtains for Bedroom 52 X 63 Inch Length 2 Panels Set Room Darkening Curtains/Drapes, Soundproof Thermal Grommet Window Curtains for Living Roomproduct_brand HOMEIDEASproduct_color Grey",E
cowboy boots women,B00U9ZFAQA,"product_title Ariat Women's Fatbaby Leather Western Boots, Royal Chocolate/Fudge, 7.5",product_brand ARIAT,product_color Royal Chocolate/Fudge,"product_title Ariat Women's Fatbaby Leather Western Boots, Royal Chocolate/Fudge, 7.5product_brand ARIATproduct_color Royal Chocolate/Fudge",E
baby tutu,B06XK8BBMF,"product_title belababy Baby Girl Tutu Pink 5 Layers Dress Up Skirt, 0-24 Months, Pink",product_brand Jane Shine,product_color Pink,"product_title belababy Baby Girl Tutu Pink 5 Layers Dress Up Skirt, 0-24 Months, Pinkproduct_brand Jane Shineproduct_color Pink",E
womens columbian jeans,B07JC2Q489,"product_title Plus Size, Colombian Design, Butt Lift, Skinny Jeans in Washed Blue Size 36",product_brand Fashion2Love,product_color Washed Blue,"product_title Plus Size, Colombian Design, Butt Lift, Skinny Jeans in Washed Blue Size 36product_brand Fashion2Loveproduct_color Washed Blue",E
dekor plus,B00XA7RYPE,product_title Diaper Dekor Plus Refill - 2 ct - 2 pk,product_brand Diaper Dekor,product_color None,product_title Diaper Dekor Plus Refill - 2 ct - 2 pkproduct_brand Diaper Dekorproduct_color None,E
swags,B0867J6MT2,"product_title WDDH 27.5'' Floral Swag, Large Artificial Mixed Eucalyptus Leaves Swag, Front Door Decorative Swags with Green Leaves for Wedding Arch Home Garden Decor",product_brand WDDH,product_color Green,"product_title WDDH 27.5'' Floral Swag, Large Artificial Mixed Eucalyptus Leaves Swag, Front Door Decorative Swags with Green Leaves for Wedding Arch Home Garden Decorproduct_brand WDDHproduct_color Green",E
coffee is not my cup of tea,B01AKN3LFC,product_title Retirement Gift I'm Not Retired Being Granddaddy is My Profession Gift Coffee Mug Tea Cup White,product_brand ThisWear,product_color White,product_title Retirement Gift I'm Not Retired Being Granddaddy is My Profession Gift Coffee Mug Tea Cup Whiteproduct_brand ThisWearproduct_color White,S
kitchen placemats,B00T5M9OHY,"product_title DII Microfiber Multi-Purpose Cleaning Towels Perfect for Kitchens, Dishes, Car, Dusting, Drying Rags, 16 x 19"", Set of 4 - Black Damask",product_brand DII,product_color Black Damask,"product_title DII Microfiber Multi-Purpose Cleaning Towels Perfect for Kitchens, Dishes, Car, Dusting, Drying Rags, 16 x 19"", Set of 4 - Black Damaskproduct_brand DIIproduct_color Black Damask",E
friends board games,B07YDPSZ84,product_title Lacesi The One With All The Question - Trivia Quiz Game with 342 Questions,product_brand Lacesi,product_color Black,product_title Lacesi The One With All The Question - Trivia Quiz Game with 342 Questionsproduct_brand Lacesiproduct_color Black,S
mexican train dominoes accessories,B07FLZ4Q6T,"product_title Yuanhe Set of 4 Solid Wood Domino Trays, Domino Tiles Rack, Domino Holder, Mexican Train Trays",product_brand YH Poker,product_color None,"product_title Yuanhe Set of 4 Solid Wood Domino Trays, Domino Tiles Rack, Domino Holder, Mexican Train Traysproduct_brand YH Pokerproduct_color None",E
nike white belt,B004RL0LL6,product_title Nike Tech Essentials Web Belt White 1111304,product_brand Belts.com,product_color White,product_title Nike Tech Essentials Web Belt White 1111304product_brand Belts.comproduct_color White,E
nespresso cappuccino machine,B07WLK246P,"product_title Nespresso Gran Lattissima Espresso Machine by De'Longhi, White",product_brand Nestle Nespresso,product_color Fresh White,"product_title Nespresso Gran Lattissima Espresso Machine by De'Longhi, Whiteproduct_brand Nestle Nespressoproduct_color Fresh White",E
zip plugs male female inline,B083FC8CV3,"product_title GFQHF Vampire Plug, SPT-2 -Zip Cord Plug, Male Female Gilbert Plug, Slide on Plug for SPT-2 Electrical Cable-8 AMP 25 Pack(Male, Black)",product_brand GFQHF,product_color Black,"product_title GFQHF Vampire Plug, SPT-2 -Zip Cord Plug, Male Female Gilbert Plug, Slide on Plug for SPT-2 Electrical Cable-8 AMP 25 Pack(Male, Black)product_brand GFQHFproduct_color Black",E
charcoal air purifying bag,B085GHSMM3,"product_title Breathe Green Bamboo Charcoal Odor Eliminator Bag (3 Bags), Activated Charcoal Odor Absorber, Natural Freshener Removes Odors and Moisture, Odor Eliminator for Home, Pets, Car, Closet, Basement, RV",product_brand GREEN BREATHE ECO,product_color Green,"product_title Breathe Green Bamboo Charcoal Odor Eliminator Bag (3 Bags), Activated Charcoal Odor Absorber, Natural Freshener Removes Odors and Moisture, Odor Eliminator for Home, Pets, Car, Closet, Basement, RVproduct_brand GREEN BREATHE ECOproduct_color Green",E
women ching,B07GFLNJ7D,"product_title Nebility Women Waist Trainer Corset Zipper Vest Body Shaper Cincher Tank Top with Adjustable Straps (M, Beige)",product_brand Nebility,product_color Beige,"product_title Nebility Women Waist Trainer Corset Zipper Vest Body Shaper Cincher Tank Top with Adjustable Straps (M, Beige)product_brand Nebilityproduct_color Beige",S
decorative ceiling hooks,B08V15118K,"product_title Beheno Ceiling Hooks for Hanging Plants - Metal Heavy Duty Wall Hangers for Planters, Include Professional Drywall Anchors（2-Pack, Black)",product_brand BEHENO,product_color Black,"product_title Beheno Ceiling Hooks for Hanging Plants - Metal Heavy Duty Wall Hangers for Planters, Include Professional Drywall Anchors（2-Pack, Black)product_brand BEHENOproduct_color Black",E
giant stuff gorilla,B003M5IN9A,product_title Webkinz Western Lowland Gorilla,product_brand Webkinz,product_color None,product_title Webkinz Western Lowland Gorillaproduct_brand Webkinzproduct_color None,E
dog collar,B07WJX3MBW,"product_title BYLEEDUR Heavy Duty Dog Collar and Leash (6.6') Set, Exceptionally Elegant with Rose Gold, 3 Adjustable Lengths & Timeless, Soft and Comfortable (M (13.8''-19.7''))",product_brand BYLEEDUR,product_color Beige,"product_title BYLEEDUR Heavy Duty Dog Collar and Leash (6.6') Set, Exceptionally Elegant with Rose Gold, 3 Adjustable Lengths & Timeless, Soft and Comfortable (M (13.8''-19.7''))product_brand BYLEEDURproduct_color Beige",E
non locking carabiner,B07NKMGQM6,"product_title B-Mardi 4 Pack Carabiner Clip Heavy Duty,12Kn (2697 lbs) Caribeaners Heavy Duty,Aluminum Wiregate caribeener Clips for Hammock,Keychain,Camping,Dog Leash,Hiking & Utility",product_brand B-Mardi,product_color A-2 Orange + 2 Black,"product_title B-Mardi 4 Pack Carabiner Clip Heavy Duty,12Kn (2697 lbs) Caribeaners Heavy Duty,Aluminum Wiregate caribeener Clips for Hammock,Keychain,Camping,Dog Leash,Hiking & Utilityproduct_brand B-Mardiproduct_color A-2 Orange + 2 Black",E
sybian toys women,B092939S1P,product_title Powerful Wand Massager with 8 Speeds 20 Vibration Modes USB Rechargeable Handheld Cordless Waterproof Personal Massager for Full Body Massager Relieve Muscle Stress Relaxing Body (Black),product_brand MeeDeeO,product_color Black,product_title Powerful Wand Massager with 8 Speeds 20 Vibration Modes USB Rechargeable Handheld Cordless Waterproof Personal Massager for Full Body Massager Relieve Muscle Stress Relaxing Body (Black)product_brand MeeDeeOproduct_color Black,S
mens safety magnetic rubber bracelets,B07V3BKTRF,"product_title MOWOM Medical Bracelet Custom Engraved Silicone Adjustable Sport ID Identification Alert Stainless Steel - Bundle with Emergency Card, Holder (Pink,Custom Engraving",product_brand MOWOM Medical,product_color Pink,"product_title MOWOM Medical Bracelet Custom Engraved Silicone Adjustable Sport ID Identification Alert Stainless Steel - Bundle with Emergency Card, Holder (Pink,Custom Engravingproduct_brand MOWOM Medicalproduct_color Pink",S
